OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1306862,04092016595,SMITHFIELD'S CHICKEN'N BAR-B-Q,7911 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-9151,2014/01/03 00:00:00+00,Restaurant,790,-78.69699987,35.66636356,M
1306863,04092014754,Lam's Garden Restaurant,1100-113 Raleigh BLVD ,,RALEIGH,NC,27610,(919) 828-2118,2006/12/22 00:00:00+00,Restaurant,766,-78.61277558,35.79430477,M
1306864,04092014551,KFC/Taco Bell #J120102,3408 Poole RD,,RALEIGH,NC,27610,(919) 212-2504,2006/04/24 00:00:00+00,Restaurant,798,-78.57981204,35.76819436,M
1306865,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015/10/22 00:00:00+00,Restaurant,800,-78.66354224,35.78687212,M
1306866,04092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,SUITE 107,RALEIGH,NC,27614,(919) 848-4161,2017/09/29 00:00:00+00,Restaurant,833,-78.54123068,35.94195641,M
1306867,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 00:00:00+00,Restaurant,803,-78.52993342,35.99015656,M
1306868,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009/06/16 00:00:00+00,Food Stand,864,-78.84693338,35.86659083,M
1306869,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 00:00:00+00,Restaurant,867,-78.58107016,35.83615994,M
1306870,04092017925,Dominos #8849,708 Slash Pine DR ,,CARY,NC,27519,(919) 439-5859,2018/08/07 00:00:00+00,Restaurant,873,-78.90892711,35.83075427,M
1306871,04092014599,Poppy Seed Market,8801-107 Lead Mine RD ,,RALEIGH,NC,27615,(919) 870-4997,2006/05/31 00:00:00+00,Restaurant,870,-78.65799167,35.90484309,M
1306872,04092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 362-6369,2007/04/05 00:00:00+00,Restaurant,874,-78.87317907,35.74519929,M
1306873,04092025295,PIZZA HUT #1303,1009 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-0771,2019/12/04 00:00:00+00,Food Stand,884,-78.78267467,35.59365948,M
1306874,04092017041,FIREHOUSE SUBS #1138,4111 ED DR ,,RALEIGH,NC,27612,(919) 783-7102,2015/09/22 00:00:00+00,Restaurant,919,-78.70458274,35.82558522,M
1306875,04092014769,Umstead Hotel & Spa Food Service,100 Woodland Pond ,,CARY,NC,27513,(919) 447-4000,2007/01/12 00:00:00+00,Restaurant,918,-78.76554053,35.82938634,M
1306876,04092018503,Shish Kabob,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2020/12/15 00:00:00+00,Restaurant,923,-78.72548207,35.8967595,M
1306877,04092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007/09/14 00:00:00+00,Food Stand,927,-78.50930992,35.89359383,M
1306878,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 00:00:00+00,Food Stand,930,-78.90107787,35.82060358,M
1306879,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006/05/18 00:00:00+00,Restaurant,941,-78.54750981,35.79264454,M
1306880,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,NC,27513,(919) 380-7891,2009/11/24 00:00:00+00,Restaurant,942,-78.82085718,35.76363975,M
1306881,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 00:00:00+00,Food Stand,944,-78.79652253,35.70711378,M
1306882,04092021477,Lowes Foods #226 Deli,8440 louisburg rd,,RALEIGH,NC,27616,(919) 266-1031,2007/09/14 00:00:00+00,Food Stand,949,-78.50930992,35.89359383,M
1306883,04092018168,THAI'S NOODLE,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 481-3036,2019/09/05 00:00:00+00,Restaurant,976,-78.84652326,35.82111262,M
1306884,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014/04/22 00:00:00+00,Restaurant,987,-78.580183,35.85814638,M
1306885,04092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,,FUQUAY VARINA ,NC,27526,(919) 567-2337,2011/02/18 00:00:00+00,Restaurant,947,-78.79375457,35.59301324,M
1306886,04092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012/04/18 00:00:00+00,Restaurant,991,-78.78052303,35.78769406,M
1306887,04092021382,Harris Teeter #344 Deli/Bakery,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1005,-78.6187408,35.86627943,M
1306888,04092110465,Sanford Creek Elem. Cafeteria,707 Granite Falls BLVD ,,ROLESVILLE,NC,27571,(919) 570-2115,2007/07/06 00:00:00+00,Public School Lunchrooms,989,-78.46033895,35.92844353,M
1306889,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 00:00:00+00,Restaurant,1006,-78.84948074,35.66266499,M
1306890,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 00:00:00+00,Restaurant,1035,-78.8436742,35.66711942,M
1306891,04092021474,Lee's Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007/09/20 00:00:00+00,Food Stand,1039,-78.57926249,35.84833828,M
1306892,04092025334,Mat-Jib,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020/12/16 00:00:00+00,Food Stand,1048,-78.84865444,35.78921622,M
1306893,04092014675,Stromboli's ,3434 Edwards Mill  RD ,,RALEIGH,NC,27609,(919) 785-7075,2006/09/01 00:00:00+00,Restaurant,1054,-78.70345096,35.82690996,M
1306894,04092018401,Starbucks #55618,1268 W WILLIAMS ST,,APEX,NC,27502,(919) 545-4787,2020/07/09 00:00:00+00,Restaurant,1055,-78.87327975,35.74703535,M
1306895,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 00:00:00+00,Restaurant,1063,-78.69054542,35.79443916,M
1306896,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010/02/12 00:00:00+00,Restaurant,1065,-78.66818044,35.78802697,M
1306897,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019/05/01 00:00:00+00,Restaurant,1037,-78.64729883,35.72372411,M
1306898,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 00:00:00+00,Restaurant,1073,-78.54383057,35.96466469,M
1306899,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 00:00:00+00,Restaurant,1088,-78.81924536,35.85853632,M
1306900,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007/10/22 00:00:00+00,Restaurant,1040,-78.74169613,35.74700826,M
1306901,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014/03/21 00:00:00+00,Restaurant,1110,-78.88824644,35.84415135,M
1306902,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 00:00:00+00,Restaurant,1111,-78.59615202,35.81727946,M
1306903,04092014893,Moe's Southwest Grill #837,1016-A Shoppes at Midway Drive ,,KNIGHTDALE,NC,27545,(919) 266-1018,2007/06/25 00:00:00+00,Restaurant,1100,-78.50550835,35.79794748,M
1306904,04092016267,CHINA KING,313 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 00:00:00+00,Restaurant,1113,-78.73871452,35.76064286,M
1306905,04092014947,Hardee's #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007/09/11 00:00:00+00,Restaurant,1166,-78.72266449,35.785856,M
1306906,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 00:00:00+00,Restaurant,1168,-78.60179762,35.81684953,M
1306907,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 00:00:00+00,Restaurant,1169,-78.63997557,35.77359698,M
1306908,04092014550,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,,RALEIGH,NC,27615,(919) 872-6902,2006/04/25 00:00:00+00,Restaurant,1177,-78.62197977,35.87045451,M
1306909,04092018326,Cici's Pizza,2700 NC 55 HWY,,CARY,NC,27519,(919) 249-6448,2020/02/24 00:00:00+00,Restaurant,1185,-78.87016558,35.78474547,M
1306910,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 00:00:00+00,Food Stand,1189,-78.67872874,35.78448278,M
1306911,04092030500,Krab Kingz (WCID #793),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 658-8784,2020/10/26 00:00:00+00,Mobile Food Units,1194,-78.7114342,35.63398295,M
1306912,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009/04/24 00:00:00+00,Public School Lunchrooms,1210,-78.42971564,35.76143338,M
1306913,04092021995,H Mart Produce Department,1961 High House RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,1190,-78.84951817,35.79030277,M
1306914,04092017502,CARDINAL AT NORTH HILLS CLUB HOUSE,4030 CARDINAL AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 00:00:00+00,Restaurant,1214,0,0,U
1306915,04092017053,CHILI'S GRILL & BAR #1566,111 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015/10/09 00:00:00+00,Restaurant,1219,-78.84935077,35.65965931,M
1306916,04092021746,WALMART NEIGHBORHOOD DELI #4147,3560 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-2731,2013/06/18 00:00:00+00,Food Stand,1224,-78.84576194,35.81812076,M
1306917,04092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0167,2006/10/27 00:00:00+00,Restaurant,1233,-78.50846405,35.79679257,M
1306918,04092021998,SWIFT CREEK MINI MART,1120 RAND  RD ,,RALEIGH,NC,27529,(919) 779-1383,2016/12/09 00:00:00+00,Food Stand,1216,-78.61328254,35.65751899,M
1306919,04092021411,Costco Wholesale #645 Rotiserrie/Deli,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 00:00:00+00,Food Stand,1235,-78.62231539,35.81825512,M
1306920,04092014651,Inchin's Bamboo Garden,3532 Davis DR,,MORRISVILLE,NC,27560,(919) 457-6705,2006/07/19 00:00:00+00,Restaurant,1240,-78.84576194,35.81812076,M
1306921,04092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017/11/08 00:00:00+00,Restaurant,1257,-78.78304446,35.77049321,M
1306922,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,1268,-78.5993676,35.86286629,M
1306923,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 00:00:00+00,Restaurant,1273,-78.85811603,35.8356265,M
1306924,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(984) 235-1537,2015/10/08 00:00:00+00,Restaurant,1237,-78.53454582,35.98680854,M
1306925,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 00:00:00+00,Mobile Food Units,1277,-78.45799384,35.9237065,M
1306926,04092110471,Laurel Park Lunch Room,2450 Laura Duncan  RD ,,APEX,NC,27523,(919) 290-2333 ext. 21279,2008/07/03 00:00:00+00,Public School Lunchrooms,1285,-78.82634024,35.75915424,M
1306927,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 00:00:00+00,Food Stand,1290,-78.85187583,35.79044843,M
1306928,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010/04/28 00:00:00+00,Restaurant,1293,-78.83789587,35.71142555,M
1306929,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 334-8501,2019/09/10 00:00:00+00,Restaurant,1295,-78.42877202,35.77122092,M
1306930,04092110461,Panther Creek High Sch. Cafeteria ,6770 McCrimmon PKwY ,,CARY ,NC,27513,(919) 463-8656 ext. 25213,2006/08/21 00:00:00+00,Public School Lunchrooms,1300,-78.88879092,35.83017886,M
1306931,04092014486,Big Ed's City Market Restaurant,220 Wolfe ST ,,RALEIGH,NC,27601,(919) 836-9909,2006/01/06 00:00:00+00,Restaurant,1308,-78.6359868,35.77605485,M
1306932,04092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 00:00:00+00,Restaurant,1303,-78.66687803,35.78749678,M
1306933,04092030509,Let's Eat (WCID #796),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 753-5725,2020/12/15 00:00:00+00,Mobile Food Units,1334,-78.7114342,35.63398295,M
1306934,04092025184,Billiam's Cafe & Catering @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(443) 631-6400,2018/05/30 00:00:00+00,Food Stand,1330,-78.64171063,35.75324624,M
1306935,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,NC,27619,(919) 716-8497,2007/10/25 00:00:00+00,Restaurant,1338,-78.64107203,35.83913698,M
1306936,04092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 570-1688,2010/08/30 00:00:00+00,Restaurant,1346,-78.4951784,35.96732914,M
1306937,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 00:00:00+00,Meat Market,1348,-78.6070629,35.8395659,M
1306938,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 00:00:00+00,Restaurant,1356,-78.49336017,35.79721176,M
1306939,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 00:00:00+00,Meat Market,1357,-78.64490127,35.78789475,M
1306940,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010/05/26 00:00:00+00,Restaurant,1371,-78.54331441,35.94865826,M
1306941,04092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,,RALEIGH,NC,27606,(919) 233-4144,2017/05/03 00:00:00+00,Restaurant,1379,-78.74074148,35.79000755,M
1306942,04092015574,THAI THAI CUISINE,108 OSTERVILLE  DR ,,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010/02/16 00:00:00+00,Restaurant,1381,-78.83224207,35.67779122,M
1306943,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007/04/23 00:00:00+00,Food Stand,1370,-78.69301587,35.78440188,M
1306944,04092110499,Fuller Elementary School Elementary School Cafeteria,2600 TIMBER DR ,,GARNER,NC,27529,(919) 856-7723 ext. 20982,2014/01/08 00:00:00+00,Public School Lunchrooms,1385,-78.63543751,35.7129927,M
1306945,04092015641,CHEF'S PALETTE,3460 TEN TEN RD ,,CARY,NC,27518,(919) 267-6011,2010/06/02 00:00:00+00,Restaurant,1386,-78.79278417,35.70189107,M
1306946,04092017855,HWY 55 OF APEX,802 PERRY RD ,,APEX,NC,27502,(919) 303-3533,2018/06/05 00:00:00+00,Restaurant,1389,-78.84460695,35.7208474,M
1306947,04092015793,TENKO JAPAN,4040 ED  DR ,#121,RALEIGH,NC,27612,(919) 781-5181,2011/08/25 00:00:00+00,Restaurant,1402,-78.70319672,35.82518153,M
1306948,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006/07/05 00:00:00+00,Restaurant,1410,-78.85027134,35.79062803,M
1306949,04092014694,Brueggers's Bagels,760 W Williams ST ,,APEX,NC,27502,(919) 367-7720,2006/09/29 00:00:00+00,Restaurant,1422,-78.86276064,35.73803218,M
1306950,04092300284,Food Lion #2227 Meat Market,161 Crenshaw Corners DR ,,WAKE FOREST,NC,27587,(919) 569-0089,2018/01/19 00:00:00+00,Meat Market,1456,-78.55323577,35.97007068,M
1306951,04092018103,Panda House Chinese Restaurant,1462 Garner Station BLVD ,,RALEIGH,NC,27603,(919) 779-3588,2019/05/24 00:00:00+00,Restaurant,1485,-78.65475896,35.72582345,M
1306952,04092014483,Tacos Mexico,1430 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005/12/08 00:00:00+00,Restaurant,1490,-78.77067049,35.59261337,M
1306953,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 00:00:00+00,Institutional Food Service,1473,-78.78398238,35.58014677,M
1306954,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 00:00:00+00,Restaurant,1514,-78.65845011,35.79783502,M
1306955,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 00:00:00+00,Restaurant,1516,-78.56780289,35.79794477,M
1306956,04092018336,Der Biergarten Cary,1080 DARRINGTON DR ,,CARY,NC,27513,(919) 650-1565,2020/03/17 00:00:00+00,Restaurant,1523,-78.8167861,35.80030045,M
1306957,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 00:00:00+00,Restaurant,1534,-78.66025735,35.7899673,M
1306958,04092018432,St. George Pizza & Subs,7039  Knightdale  Blvd,,Knightdale,NC,27545,(919) 295-4252,2020/09/02 00:00:00+00,Restaurant,1535,-78.4900383,35.7998273,M
1306959,04092018260,Honey Pig,1065 DARRINGTON DR,,CARY,NC,27513,(919) 234-0088,2019/12/10 00:00:00+00,Restaurant,1536,-78.81572724,35.79924907,M
1306960,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015/06/11 00:00:00+00,Restaurant,1533,-78.61476945,35.84934215,M
1306961,04092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 779-7441,2012/11/16 00:00:00+00,Restaurant,1539,-78.64395289,35.72536501,M
1306962,04092040303,COUSINS CONFECTIONS #5 (WCID #487),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,1541,-78.71510697,35.79630808,M
1306963,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 00:00:00+00,Restaurant,1554,-78.50482681,35.94464173,M
1306964,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 00:00:00+00,Restaurant,1563,-78.74427315,35.75323584,M
1306965,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 208-5183,2020/08/12 00:00:00+00,Restaurant,1566,-78.8298594,35.75052675,M
1306966,04092018546,CHEENI@YMCA,1603 HILLSBOROUGH ST ,,RALEIGH,NC,27605,(918) 720-4337,2021/02/28 00:00:00+00,Restaurant,1567,-78.65901345,35.78367588,M
1306967,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 00:00:00+00,Restaurant,1559,0,0,U
1306968,04092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 481-3811,2009/12/31 00:00:00+00,Restaurant,1568,-78.7805746,35.804703,M
1306969,04092021384,Harris Teeter #344 Produce,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1579,-78.6187408,35.86627943,M
1306970,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013/10/03 00:00:00+00,Restaurant,1593,-78.55962272,35.94210239,M
1306971,04092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,NC,27612,(919) 809-7524,2015/02/11 00:00:00+00,Restaurant,1598,-78.71243471,35.8581416,M
1306972,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006/12/22 00:00:00+00,Food Stand,1607,-78.58692952,35.82783582,M
1306973,04092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014/03/19 00:00:00+00,Restaurant,1611,-78.82092868,35.72195088,M
1306974,04092018460,MEZZA LUNA PIZZERIA,1763 W WILLIAMS ST ,,APEX,NC,27523,(919) 303-6686,2020/10/12 00:00:00+00,Restaurant,1613,-78.87770701,35.75964934,M
1306975,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,NC,27617,(919) 405-1301,2006/03/22 00:00:00+00,Restaurant,1614,-78.78334742,35.90685073,M
1306976,04092017306,WENDY'S #6338,12430 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2349,2016/09/02 00:00:00+00,Restaurant,1621,-78.53512833,35.98551325,M
1306977,04092016649,GROUCHO'S DELI,10 HORNE ST ,STE 102,RALEIGH,NC,27607,(919) 977-7747,2014/03/19 00:00:00+00,Restaurant,1627,-78.66772207,35.78808922,M
1306978,04092017793,Cold off the Press,416-100 W South ST ,,RALEIGH,NC,27601,(984) 444-9006,2018/01/29 00:00:00+00,Restaurant,1625,-78.64561302,35.7723683,M
1306979,04092015477,Goodberry's Creamery at Cameron Village,2042 CLARK AVE ,,RALEIGH,NC,27603,(919) 833-9998,2009/10/02 00:00:00+00,Restaurant,1630,-78.66035027,35.78902487,M
1306980,04092018096,Asali Desserts and Cafe,107 S Edinburgh DR ,,CARY,NC,27511,(919) 362-7882,2019/05/02 00:00:00+00,Restaurant,1637,-78.79822545,35.73935005,M
1306981,04092025289,Food Lion #2244 Produce,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Food Stand,1644,-78.62699996,35.89304166,M
1306982,04092016923,PHARMACY BOTTLE & BEVERAGE,120 E CHATHAM ST ,,CARY,NC,27511,(919) 234-1098,2015/03/18 00:00:00+00,Restaurant,1649,-78.78039811,35.7871115,M
1306983,04092016920,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 350-1478,2015/05/07 00:00:00+00,Restaurant,1650,-78.5978446,35.90890852,M
1306984,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 00:00:00+00,Restaurant,1654,-78.77640002,35.90726871,M
1306985,04092016377,LEE'S KITCHEN #2,1100 N RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 521-5957,2013/02/20 00:00:00+00,Restaurant,1656,-78.61144475,35.79422669,M
1306986,04092030474,The Morning After (WCID #763),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 526-0261,2020/03/31 00:00:00+00,Mobile Food Units,1665,-78.63902655,35.752054,M
1306987,04092014738,Chick-fil-A #1963,8661 Six Forks RD ,,RALEIGH,NC,27615,(919) 848-6715,2006/12/05 00:00:00+00,Restaurant,1668,-78.65140772,35.89807227,M
1306988,04092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,,ZEBULON,NC,27597,(919) 404-1218,2007/08/17 00:00:00+00,Restaurant,1670,-78.32626437,35.8212487,M
1306989,04092018121,Chido Taco,2330 BALE ST,,RALEIGH,NC,27608,(919) 594-1930,2019/06/27 00:00:00+00,Restaurant,1673,-78.62748278,35.81292611,M
1306990,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,1681,-78.84865444,35.78921622,M
1306991,04092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,,RALEIGH,NC,27603,(919) 977-1071,2014/10/02 00:00:00+00,Restaurant,1687,-78.65333581,35.73464573,M
1306992,04092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,,CARY,NC,27511,(919) 308-6665,2017/07/27 00:00:00+00,Restaurant,1690,-78.78723389,35.78648749,M
1306993,04092021883,RALEIGH STEAK ESCAPE,4325 GLENWOOD AVE ,UNIT 2052,RALEIGH,NC,27511,(919) 786-0404,2015/09/30 00:00:00+00,Food Stand,1706,-78.68184484,35.84183815,T
1306994,04092018402,Bonafide Bakeshop & Cafe,1232 W WILLIAMS ST,,APEX,NC,27502,(919) 372-5000,2020/07/13 00:00:00+00,Restaurant,1709,-78.87260887,35.74617982,M
1306995,04092017803,Popeye's RDU JV,2400 John Brantley BLVD ,,MORRISVILLE,NC,27560,,2018/02/27 00:00:00+00,Restaurant,1720,-78.78942675,35.86970553,M
1306996,04092018027,Starbucks #49535,3460 Kildaire Farm RD ,,CARY,NC,27518,,2019/01/15 00:00:00+00,Restaurant,1722,-78.7954098,35.70489163,M
1306997,04092021783,DOAK FIELD CONCESSIONS STAND 3RD BASE,1081 VARSITY  DR ,,RALEIGH,NC,27695,(919) 513-7143,2014/02/20 00:00:00+00,Food Stand,1726,-78.67872874,35.78448278,M
1306998,04092018120,Marco's Pizza #8486,7500 RAMBLE WAY,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2019/06/26 00:00:00+00,Restaurant,1731,-78.537511,35.87630713,M
1306999,04092025287,Amazon Prime Now,1590 WOLFPACK LN,,RALEIGH,NC,27609,(919) 790-1024,2019/10/25 00:00:00+00,Food Stand,1755,-78.61333543,35.82393272,M
1307000,04092017553,BURGER KING #11244,2791 Nc 55 HWY ,,CARY,NC,27511,(919) 387-0071,2017/03/15 00:00:00+00,Restaurant,1761,-78.87169627,35.78608086,M
1307001,04092040302,COUSINS CONFECTIONS #4 (WCID #486),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,1770,-78.71510697,35.79630808,M
